type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127
018433E8E815D9D2065E57B759202EDC,-0.2516111433506012,0.12999704480171204,0.1564004272222519,0.4140295684337616,-0.35973548889160156,-0.26147475838661194,-0.15682487189769745,0.5044304132461548,-0.0073976218700408936,0.20183449983596802,-0.35733914375305176,-0.16063560545444489,0.1305696815252304,0.7548636198043823,1.0643458366394043,-0.09163511544466019,0.18395911157131195,-0.09897681325674057,0.43900352716445923,0.055867381393909454,0.07795245200395584,0.3889421224594116,0.10203836858272552,0.9245505332946777,0.4246436059474945,0.348057359457016,-0.2925010919570923,-0.17586098611354828,-0.6260841488838196,-0.13085059821605682,-0.04661543667316437,0.015859955921769142,-0.504274308681488,-0.2345874309539795,0.4869644343852997,-0.2562337815761566,-0.4352318048477173,0.6520950794219971,-0.4184954762458801,-0.04280189052224159,0.3058308959007263,0.9272962808609009,-0.30068132281303406,-0.7662748694419861,-0.325776606798172,-0.37365972995758057,0.07605379074811935,-0.6523261666297913,0.347976416349411,0.11121468991041183,0.6447357535362244,0.9022048711776733,0.3962545692920685,-0.19290587306022644,-0.1072780042886734,-0.0015872970689088106,-0.1857958734035492,-0.10255348682403564,0.268136203289032,-0.4239340126514435,0.006220357958227396,-0.18422648310661316,0.5577123165130615,0.30059176683425903,0.28078538179397583,-0.3323694169521332,0.3171408772468567,-0.06731287389993668,0.29296067357063293,0.22320805490016937,0.3130074143409729,-0.029596567153930664,0.5725523233413696,-0.18637822568416595,-0.42963480949401855,0.3086317777633667,-0.0019054316217079759,-0.6864101886749268,0.29287606477737427,0.6010392904281616,-0.3429947793483734,0.5347157120704651,0.1800968050956726,-0.072017602622509,-0.4007646143436432,0.09087327867746353,0.7422352433204651,-0.20928813517093658,0.03609028086066246,-0.7094987630844116,0.34886571764945984,-0.5460281372070312,0.08533387631177902,0.020807942375540733,-0.7196049690246582,-0.6703880429267883,-0.2140890657901764,0.9869441986083984,0.1390141397714615,0.40793052315711975,0.2384718954563141,-0.02508033998310566,0.9958632588386536,0.5759770274162292,0.08389859646558762,0.0319276824593544,-0.13534073531627655,0.11162868142127991,-0.2504725158214569,-0.9083239436149597,-0.17505627870559692,-0.29714012145996094,0.5585325956344604,0.29673492908477783,-0.6037678718566895,-0.49632740020751953,-0.0015932706883177161,-0.6261891722679138,0.3546470105648041,-0.2506876289844513,-0.42115235328674316,0.1913103610277176,0.2245819866657257,0.5282081961631775,-0.25060778856277466,0.2392667680978775,0.33058440685272217,-0.7721908688545227
02B2D905A72C4BB2ABFC278B8CA7F722,-0.18901728093624115,-0.050755154341459274,-0.03976276144385338,-0.01935724727809429,-0.3079697787761688,-0.15241867303848267,0.1438271701335907,0.3304782509803772,0.24730288982391357,0.0735316351056099,-0.09227301925420761,-0.33380019664764404,0.23895828425884247,0.31993603706359863,0.3030849099159241,-0.48647889494895935,0.0708523839712143,0.1654403656721115,0.1677127331495285,0.1965124011039734,-0.12364906072616577,0.39544281363487244,0.12905657291412354,0.5222987532615662,0.16207146644592285,0.33472079038619995,-0.0939372107386589,0.0912679061293602,-0.40909382700920105,0.016161546111106873,-0.2777116596698761,-0.36494705080986023,0.015320549719035625,-0.02782486379146576,0.09118838608264923,0.09557933360338211,-0.19201581180095673,0.37374162673950195,0.06082099676132202,0.015964606776833534,0.1874644011259079,0.43479716777801514,-0.26537632942199707,-0.3036457896232605,-0.09551595151424408,-0.28518936038017273,0.13866929709911346,-0.335306316614151,0.22098609805107117,0.09809331595897675,0.2216496467590332,0.5479979515075684,0.24817334115505219,0.21615241467952728,-0.011295553296804428,0.05153380334377289,-0.14665254950523376,-0.03854619711637497,0.2808387577533722,-0.1560155302286148,-0.06163780018687248,-0.2664535641670227,0.4316723942756653,0.45579180121421814,-0.04370742663741112,-0.0662805438041687,0.1772036999464035,-0.18562807142734528,0.16782692074775696,0.31792640686035156,0.2069157212972641,0.09196720272302628,0.26728904247283936,-0.038035839796066284,-0.12945163249969482,0.39427804946899414,0.07049204409122467,-0.1479489654302597,0.19948545098304749,0.34435755014419556,-0.15528824925422668,-0.03763413429260254,0.06273091584444046,0.12624214589595795,-0.3244568109512329,0.26806482672691345,0.4340648055076599,-0.010324036702513695,0.10017820447683334,-0.35090360045433044,-0.024859225377440453,-0.33202603459358215,0.14197422564029694,0.060959331691265106,-0.3316374123096466,-0.0520661287009716,-0.2238558977842331,0.35308587551116943,0.1400371640920639,0.05251616612076759,0.1631190925836563,0.05261487886309624,0.07962249964475632,0.22200582921504974,-0.2155589461326599,0.04821088910102844,0.009937552735209465,-0.187197744846344,-0.09895455837249756,-0.41690129041671753,-0.10935098677873611,-0.21715795993804932,0.20927752554416656,0.30568698048591614,-0.11700057983398438,-0.4346972405910492,-0.05786000192165375,-0.30733898282051086,-0.02594584785401821,-0.32526472210884094,-0.14179369807243347,-0.1245419830083847,-0.1715325564146042,0.43482744693756104,-0.14968621730804443,0.18719549477100372,0.04180667921900749,-0.40754419565200806
109CD896F8E13F925584DBBAD400B338,0.03141816705465317,0.5382351875305176,-0.1527831256389618,-0.4579434096813202,-0.650825023651123,-0.511634886264801,0.44218021631240845,0.22535379230976105,0.4408102333545685,-0.1917906552553177,0.7302268147468567,-0.12484386563301086,-0.2746642827987671,-0.44521480798721313,-0.24989981949329376,-1.775396466255188,0.17164510488510132,0.6459600329399109,0.6599423885345459,1.4629522562026978,0.05659473314881325,-0.1677217334508896,0.707602322101593,1.318168044090271,0.7793202996253967,0.60195392370224,-0.4993416965007782,0.4165823757648468,-0.6489913463592529,0.14972767233848572,-0.3154369294643402,-0.39811229705810547,0.8277904391288757,0.498762845993042,0.1052180603146553,0.10005366802215576,-0.6195418238639832,0.24641457200050354,0.33198636770248413,-0.056661516427993774,0.3443160355091095,0.528022289276123,-0.6768973469734192,-0.13955283164978027,-0.34855809807777405,-0.6310274600982666,-0.11539701372385025,-0.44503816962242126,-0.006618516054004431,-0.017320945858955383,0.3146872818470001,1.5639690160751343,0.9093323945999146,1.5093755722045898,0.29736796021461487,0.29624664783477783,0.2855696976184845,0.1791631579399109,1.1329256296157837,0.3758353590965271,-0.02271275967359543,-1.0270241498947144,0.8812015652656555,0.5533245205879211,0.4439447224140167,0.2572445869445801,0.10226833075284958,-1.0009552240371704,-0.009451828896999359,1.0753110647201538,1.5223088264465332,0.5552664399147034,0.5694032311439514,0.45319104194641113,-0.4341752529144287,0.7563846707344055,0.1748800426721573,-0.047475676983594894,-0.2762104868888855,0.03320116177201271,-0.1485876888036728,-0.27088889479637146,0.28256064653396606,0.5279079675674438,-0.5204426050186157,0.37618812918663025,1.0486737489700317,0.2457582950592041,0.7821940183639526,-0.29388606548309326,-0.6616145968437195,-0.039910491555929184,0.3711487650871277,0.13384480774402618,0.2668512761592865,1.217258334159851,0.36553871631622314,-0.17699888348579407,0.12426383048295975,-0.6413692831993103,-0.23403137922286987,-0.6817191243171692,-0.4741904139518738,0.012239063158631325,-0.734819769859314,0.036467526108026505,0.4705732464790344,-0.5559913516044617,-0.2021889090538025,-0.30927032232284546,-1.0310547351837158,-0.6010667085647583,0.646632730960846,0.7943217158317566,1.0259782075881958,-1.0384938716888428,0.41123369336128235,0.23734930157661438,-0.5261310935020447,-0.941657543182373,-0.8984084725379944,0.1141800731420517,-0.3725828230381012,0.8710200190544128,0.39878448843955994,0.11144942045211792,-0.2541221082210541,-1.5232566595077515
1A4D58E281103FEA2A4CCBFAB93F74D2,-0.24105505645275116,0.16115880012512207,0.15176250040531158,0.3611561059951782,-0.40706667304039,-0.2657166123390198,-0.2410680055618286,0.5141169428825378,0.022667603567242622,0.16279703378677368,-0.3629717230796814,-0.14594151079654694,0.15301433205604553,0.7611001133918762,1.0744584798812866,-0.02484847977757454,0.1886914223432541,-0.11964362859725952,0.4471728503704071,0.06706594675779343,0.049622759222984314,0.4007081389427185,0.10562052577733994,0.9168927073478699,0.42843925952911377,0.3162649869918823,-0.2653907239437103,-0.19512531161308289,-0.6931931972503662,-0.1571911871433258,-0.027466077357530594,-0.028380248695611954,-0.5377259850502014,-0.2462831735610962,0.5210494995117188,-0.22614935040473938,-0.4300540089607239,0.6158686876296997,-0.4351988732814789,-0.06380827724933624,0.31867173314094543,0.9561075568199158,-0.2705930769443512,-0.7376016974449158,-0.3136442303657532,-0.3899792432785034,0.09021419286727905,-0.6394266486167908,0.3173587918281555,0.15078623592853546,0.6980634927749634,0.9184696674346924,0.45956939458847046,-0.2006531059741974,-0.14356863498687744,-0.009390067309141159,-0.1591956913471222,-0.11690966784954071,0.29367631673812866,-0.4320458471775055,0.022867754101753235,-0.20334014296531677,0.5420160889625549,0.2572828233242035,0.23066446185112,-0.3087269961833954,0.32848742604255676,-0.06519853323698044,0.3314990997314453,0.19959291815757751,0.2835697531700134,-0.07972397655248642,0.5576034188270569,-0.1997852772474289,-0.4336538314819336,0.3134803771972656,0.007513226475566626,-0.70414799451828,0.2386004626750946,0.5883797407150269,-0.33173447847366333,0.5146077871322632,0.21816840767860413,-0.08327603340148926,-0.40038132667541504,0.0669945701956749,0.700325071811676,-0.23989708721637726,0.03617437556385994,-0.7186294794082642,0.31461459398269653,-0.5372518301010132,0.05965401232242584,-0.02527383714914322,-0.7662482857704163,-0.7173964381217957,-0.19894851744174957,1.0034534931182861,0.1780586987733841,0.445064514875412,0.25888580083847046,0.0077773467637598515,1.033423662185669,0.5522353053092957,0.03017415665090084,0.08360684663057327,-0.16178494691848755,0.12680383026599884,-0.22380973398685455,-0.9440678954124451,-0.16428446769714355,-0.30385443568229675,0.5531641840934753,0.3247826397418976,-0.6018182635307312,-0.5114731788635254,-0.025285623967647552,-0.6500115394592285,0.344076544046402,-0.22751222550868988,-0.3687378168106079,0.17722177505493164,0.17723619937896729,0.5469629764556885,-0.2280084788799286,0.21804052591323853,0.2994868755340576,-0.7568724751472473
1F8ADE068BA6FBFE8605E0946BF2D79F,-0.1907699853181839,-0.0647376999258995,-0.06410108506679535,-0.08477137982845306,-0.3659951388835907,-0.15287843346595764,0.21642443537712097,0.3372378349304199,0.3034835457801819,0.11590704321861267,-0.04684417322278023,-0.3476344048976898,0.24090918898582458,0.28764310479164124,0.25147539377212524,-0.5469117760658264,0.04334021732211113,0.17313309013843536,0.11561885476112366,0.2109401971101761,-0.1730547845363617,0.4134550392627716,0.1796015202999115,0.49572649598121643,0.17506925761699677,0.3571426570415497,-0.0904281958937645,0.148142009973526,-0.3829129636287689,0.040008410811424255,-0.3258383274078369,-0.4034527838230133,0.09924401342868805,-0.03425042703747749,0.07466644048690796,0.13627028465270996,-0.19856317341327667,0.34050077199935913,0.11418606340885162,0.06095543131232262,0.18249019980430603,0.44189953804016113,-0.28347450494766235,-0.27105873823165894,-0.13892994821071625,-0.27921804785728455,0.15526385605335236,-0.35163596272468567,0.20418380200862885,0.09402558952569962,0.19861069321632385,0.4945642054080963,0.2531106472015381,0.28615668416023254,-0.017373638227581978,0.06755709648132324,-0.13940486311912537,0.001342841307632625,0.23242150247097015,-0.1749916970729828,-0.07587534934282303,-0.25972387194633484,0.451364666223526,0.5067392587661743,-0.05902973935008049,-0.03140357509255409,0.1484166830778122,-0.18363545835018158,0.12342266738414764,0.3506317436695099,0.23808406293392181,0.13868537545204163,0.2879790663719177,-0.014562658965587616,-0.10146818310022354,0.3917640149593353,0.06795547157526016,-0.11831451952457428,0.1847643256187439,0.34203410148620605,-0.15174902975559235,-0.090499147772789,0.06571779400110245,0.1777753233909607,-0.34870442748069763,0.29635563492774963,0.41799572110176086,0.0011492574121803045,0.06112036854028702,-0.31696590781211853,-0.06646516919136047,-0.2893652319908142,0.19791029393672943,0.11918111145496368,-0.3514699339866638,-0.018768111243844032,-0.2597360908985138,0.26294609904289246,0.15124154090881348,-0.007963907904922962,0.16080409288406372,0.0762348398566246,0.018919972702860832,0.2277875691652298,-0.18424367904663086,0.0345577672123909,0.08258914202451706,-0.24513161182403564,-0.051654208451509476,-0.4024202227592468,-0.07009697705507278,-0.24195703864097595,0.1873890906572342,0.31579869985580444,-0.10527817159891129,-0.4509102702140808,-0.0641777366399765,-0.35103121399879456,-0.06076415628194809,-0.4028923809528351,-0.17154939472675323,-0.14327479898929596,-0.2515619993209839,0.42902451753616333,-0.1564389020204544,0.16337281465530396,-0.004634225275367498,-0.37884849309921265
1FA011E6A692EE95452C626E61B5263A,-0.41544651985168457,-0.6559290885925293,-0.08330433070659637,-0.2233637571334839,-0.5294650197029114,0.28526294231414795,0.33857226371765137,0.4393138587474823,0.724536657333374,0.2134055495262146,-0.6626503467559814,-1.0842483043670654,1.101667881011963,0.7701646685600281,0.24408629536628723,-0.5832716226577759,-0.3465370237827301,0.5038515329360962,-0.36491668224334717,-0.41043782234191895,-0.567994236946106,1.1917954683303833,-0.0034278281964361668,0.09429140388965607,-0.4576073884963989,0.618678867816925,0.4376889765262604,0.26292312145233154,-0.5324463248252869,0.0508350245654583,-0.9661000370979309,-1.313740611076355,-0.09920622408390045,-0.3350728154182434,-0.33037400245666504,0.6428395509719849,0.14002087712287903,0.7477811574935913,0.46115949749946594,0.1924484223127365,0.27653253078460693,0.40357592701911926,-0.2354423850774765,-0.24043236672878265,0.32410600781440735,-0.46513253450393677,0.5023834109306335,-0.26575416326522827,0.6013595461845398,0.45677450299263,0.056681517511606216,0.16834552586078644,0.05854371562600136,-0.09939821064472198,-0.1885339468717575,0.1583588719367981,-0.723299503326416,-0.16609007120132446,-0.15412622690200806,-0.5413707494735718,-0.28643617033958435,0.040878456085920334,0.4905197322368622,1.0665661096572876,-0.6763544678688049,0.007031520362943411,0.3045676350593567,0.209930881857872,0.6615234613418579,0.38213130831718445,-0.552534282207489,-0.04526340961456299,0.10685078054666519,-0.29002320766448975,0.19862626492977142,0.7194401621818542,0.08161622285842896,0.10204301029443741,0.6720840334892273,0.8062739372253418,0.047054484486579895,-0.6306641101837158,0.08887399733066559,0.2143256962299347,-0.43348297476768494,0.7150615453720093,0.5004854202270508,-0.024764342233538628,-0.3552146255970001,-0.4538303315639496,-0.09911796450614929,-0.8825861215591431,0.27157291769981384,0.20746906101703644,-0.7525591850280762,-0.39202412962913513,-1.1152933835983276,0.41140511631965637,0.39202114939689636,0.2242705225944519,0.7865487337112427,0.6550090909004211,-0.6096808910369873,0.03598200902342796,-0.38822147250175476,0.046724483370780945,-0.23633068799972534,-0.4558256268501282,-0.13540111482143402,-0.47211754322052,0.46115028858184814,0.12432777881622314,-0.06689013540744781,0.3378933370113373,-0.6282175779342651,-0.5429677963256836,-0.6202366948127747,-0.6942102909088135,-0.3273583948612213,-0.4839754104614258,0.6392943263053894,-1.0576587915420532,-0.33963125944137573,0.4629445970058441,-0.5661861896514893,0.5274068117141724,0.008296722546219826,0.3550330698490143
306D3ED0A7C899B5EF9D0E3C91F05193,-0.16143102943897247,-0.06027691438794136,-0.05575981363654137,-0.04504525661468506,-0.29408949613571167,-0.12665961682796478,0.15705589950084686,0.2745576798915863,0.24068577587604523,0.07205997407436371,-0.054127033799886703,-0.31824591755867004,0.24653778970241547,0.2758074402809143,0.2271297127008438,-0.46353679895401,0.042173393070697784,0.17800727486610413,0.13495619595050812,0.18957751989364624,-0.1258223056793213,0.36460626125335693,0.11280681192874908,0.4365752041339874,0.12273291498422623,0.28453803062438965,-0.056609418243169785,0.09407977014780045,-0.36072883009910583,0.020665615797042847,-0.2683522701263428,-0.3593236804008484,0.028303753584623337,-0.020410094410181046,0.04953795298933983,0.11839204281568527,-0.16725312173366547,0.3000430762767792,0.08849523961544037,0.02635481208562851,0.15210562944412231,0.37595248222351074,-0.26193225383758545,-0.24036814272403717,-0.0930805429816246,-0.24174495041370392,0.14626531302928925,-0.2690759003162384,0.1984822303056717,0.09447519481182098,0.144119530916214,0.44876906275749207,0.2053147852420807,0.20545539259910583,-0.02521214634180069,0.05914396792650223,-0.13591474294662476,-0.026018161326646805,0.22305408120155334,-0.12365128844976425,-0.07642785459756851,-0.22519579529762268,0.3710331320762634,0.42665570974349976,-0.07823976874351501,-0.034542400389909744,0.14942684769630432,-0.1734553873538971,0.15135589241981506,0.28440922498703003,0.18639303743839264,0.08122238516807556,0.20455098152160645,-0.027020834386348724,-0.09763235598802567,0.3552591800689697,0.07786010950803757,-0.10638197511434555,0.17800405621528625,0.2905076742172241,-0.14192508161067963,-0.09049500524997711,0.06842798739671707,0.12757344543933868,-0.28685036301612854,0.25681236386299133,0.38203367590904236,-0.0048693446442484856,0.07157601416110992,-0.2797497808933258,-0.034712448716163635,-0.2873537242412567,0.11732789129018784,0.07271310687065125,-0.29587647318840027,-0.015781737864017487,-0.22445115447044373,0.2696380913257599,0.11275812983512878,0.019626542925834656,0.16893354058265686,0.07378479093313217,-0.0011939321411773562,0.1938163787126541,-0.19713281095027924,0.05559299886226654,-0.0021788813173770905,-0.18942001461982727,-0.07874871045351028,-0.3506827652454376,-0.07899735122919083,-0.18381734192371368,0.1669812947511673,0.26813435554504395,-0.07789184898138046,-0.3935386836528778,-0.0508534274995327,-0.2743638753890991,-0.059289563447237015,-0.3157156705856323,-0.09730145335197449,-0.16141077876091003,-0.1800866276025772,0.37500715255737305,-0.1257505565881729,0.17240841686725616,0.03396143764257431,-0.3263339400291443
3628A4BDA272C7E73979A2A3051FA39B,0.0825572982430458,0.4628138542175293,-0.2510015368461609,-0.562053382396698,-0.5547824501991272,-0.512042760848999,0.4882015883922577,0.2559193968772888,0.43773654103279114,-0.16077713668346405,0.7074387669563293,-0.1387004852294922,-0.25847822427749634,-0.42852678894996643,-0.28562548756599426,-1.6467512845993042,0.1159234270453453,0.5801979303359985,0.6965841054916382,1.3543659448623657,-0.04163049906492233,-0.22588905692100525,0.6018196940422058,1.3175054788589478,0.7164334654808044,0.6577285528182983,-0.585228681564331,0.4118778705596924,-0.7353129982948303,0.2908841669559479,-0.2689579427242279,-0.2792743444442749,0.8453497290611267,0.43515557050704956,0.17798563838005066,0.034172601997852325,-0.5560426712036133,0.32389238476753235,0.2876918613910675,-0.0645640566945076,0.3353111743927002,0.5379137396812439,-0.5745288729667664,-0.019778195768594742,-0.4121498167514801,-0.6077786087989807,-0.10109882801771164,-0.501654863357544,-0.04669661447405815,-0.13250170648097992,0.33483976125717163,1.5203816890716553,0.9195170998573303,1.3928278684616089,0.21266721189022064,0.2388933151960373,0.27358606457710266,0.2603757083415985,1.0181187391281128,0.3009071946144104,0.04049992933869362,-1.1181906461715698,0.8302227258682251,0.4200039207935333,0.27783694863319397,0.12577050924301147,0.04464636743068695,-0.8889195919036865,-0.08080429583787918,1.020584225654602,1.4699749946594238,0.39222651720046997,0.54880690574646,0.35868313908576965,-0.4213564991950989,0.6930513381958008,0.2525365650653839,-0.18506167829036713,-0.21093018352985382,0.14590708911418915,-0.22591643035411835,-0.2642025351524353,0.10567637532949448,0.47718074917793274,-0.5647693276405334,0.4540770351886749,0.8371927738189697,0.23391646146774292,0.7643239498138428,-0.24002255499362946,-0.6791447997093201,-0.02251594327390194,0.28335335850715637,0.06656966358423233,0.31095069646835327,1.070341944694519,0.3311621844768524,-0.050608325749635696,0.058177486062049866,-0.7232656478881836,-0.23962606489658356,-0.5684273838996887,-0.27226072549819946,0.007668648846447468,-0.7041350603103638,0.0017934688366949558,0.5101819634437561,-0.6769951581954956,-0.06827464699745178,-0.4114508032798767,-0.9286256432533264,-0.6521703600883484,0.5149276852607727,0.7886238694190979,0.9291859269142151,-0.9616325497627258,0.2810719311237335,0.1165454313158989,-0.4786505401134491,-0.8856794834136963,-0.9719023704528809,0.092017263174057,-0.44983386993408203,0.938682496547699,0.3747994303703308,0.2092384397983551,-0.21861787140369415,-1.4794604778289795
3B53E66F34BEB3CD30E6A7DA457E86C8,-0.15827494859695435,-0.033223602920770645,-0.047810979187488556,-0.06538652628660202,-0.3038279414176941,-0.14850814640522003,0.16272325813770294,0.2679193317890167,0.22655238211154938,0.05855337157845497,-0.015641257166862488,-0.29066506028175354,0.19870495796203613,0.23541149497032166,0.2072354406118393,-0.5224578380584717,0.057985592633485794,0.1888851374387741,0.16287042200565338,0.23446932435035706,-0.10344448685646057,0.3256683945655823,0.14951767027378082,0.47763538360595703,0.1614711433649063,0.29926225543022156,-0.09376529604196548,0.10022518038749695,-0.3618490397930145,0.031156903132796288,-0.2650749385356903,-0.34366708993911743,0.06446335464715958,0.007757954765111208,0.056621283292770386,0.09870430827140808,-0.18760257959365845,0.3048957884311676,0.08260288089513779,0.009378642775118351,0.15124425292015076,0.3790954053401947,-0.2682396471500397,-0.23204727470874786,-0.0936666876077652,-0.27086591720581055,0.12354090064764023,-0.2811867296695709,0.18816931545734406,0.08669701963663101,0.1683081090450287,0.5092290639877319,0.23730996251106262,0.25742706656455994,-0.005438929423689842,0.07062038779258728,-0.10575814545154572,-0.009511841461062431,0.2714329659938812,-0.10309819132089615,-0.07248951494693756,-0.2627700865268707,0.38473549485206604,0.4205089807510376,-0.03965892270207405,-0.026387622579932213,0.14666010439395905,-0.22250701487064362,0.13046814501285553,0.32551783323287964,0.2528895139694214,0.10021379590034485,0.23110227286815643,-0.009036410599946976,-0.11386184394359589,0.3662385642528534,0.07155828177928925,-0.10734721273183823,0.1555105596780777,0.27587682008743286,-0.13841365277767181,-0.0802125632762909,0.06728509813547134,0.14264926314353943,-0.27918457984924316,0.24284879863262177,0.4073033332824707,0.012525783851742744,0.11830754578113556,-0.28440606594085693,-0.06219052895903587,-0.2569786012172699,0.12005873024463654,0.0588374137878418,-0.2607465386390686,0.04247012734413147,-0.1774517148733139,0.26122188568115234,0.11592042446136475,-0.00980394147336483,0.13600663840770721,0.024159476161003113,-0.009655768983066082,0.1748194843530655,-0.22287631034851074,0.04619850963354111,0.041018079966306686,-0.21527516841888428,-0.09606267511844635,-0.34777209162712097,-0.1225152462720871,-0.19866661727428436,0.18751372396945953,0.2930806577205658,-0.024726875126361847,-0.415872722864151,-0.02179480716586113,-0.2552049160003662,-0.07580850273370743,-0.334837406873703,-0.13845980167388916,-0.1266469806432724,-0.186391219496727,0.3965485692024231,-0.09702373296022415,0.16978415846824646,0.021049492061138153,-0.3887042701244354
3BD041EF488806C55FBC40B4AF24EABB,-0.18135643005371094,-0.039692919701337814,-0.0530615970492363,-0.04099544510245323,-0.3112320601940155,-0.15767483413219452,0.15145990252494812,0.29252058267593384,0.22555013000965118,0.06494684517383575,-0.056940097361803055,-0.3066630959510803,0.20982111990451813,0.27056506276130676,0.2592892050743103,-0.5043084025382996,0.0474185086786747,0.18957103788852692,0.1848408281803131,0.22066643834114075,-0.10445408523082733,0.35203540325164795,0.14334432780742645,0.4962807297706604,0.17901912331581116,0.31940120458602905,-0.08539528399705887,0.08865118771791458,-0.3810390532016754,0.03209817036986351,-0.2726902365684509,-0.3486595153808594,0.051516737788915634,-0.0050832126289606094,0.08281122893095016,0.08508159220218658,-0.18649587035179138,0.33318254351615906,0.07193593680858612,0.0008379115606658161,0.17498227953910828,0.41374847292900085,-0.2707290053367615,-0.2682674527168274,-0.10057072341442108,-0.2954857051372528,0.14053404331207275,-0.31184348464012146,0.1905040442943573,0.08990996330976486,0.19482986629009247,0.5262286067008972,0.243027463555336,0.2370091825723648,-0.00694030849263072,0.07203172892332077,-0.12650331854820251,-0.0036209668032824993,0.27830857038497925,-0.12368012219667435,-0.0730743408203125,-0.26573747396469116,0.40162792801856995,0.42574164271354675,-0.03875023126602173,-0.05300746485590935,0.1457047015428543,-0.21390512585639954,0.15338414907455444,0.344471275806427,0.23062753677368164,0.10016920417547226,0.25751039385795593,-0.014936115592718124,-0.13126523792743683,0.3902701735496521,0.07700280100107193,-0.13447532057762146,0.16829277575016022,0.31341752409935,-0.14277444779872894,-0.06212563440203667,0.06998290866613388,0.14385762810707092,-0.2888748049736023,0.24721254408359528,0.44032132625579834,0.002861939836293459,0.11498986184597015,-0.32365983724594116,-0.036440569907426834,-0.29561012983322144,0.11820345371961594,0.06567386537790298,-0.28437158465385437,-0.013524933718144894,-0.19158372282981873,0.3044678568840027,0.12977612018585205,0.02575511299073696,0.14514604210853577,0.04106689989566803,0.032324258238077164,0.19408291578292847,-0.22471992671489716,0.047563277184963226,0.033778224140405655,-0.19419772922992706,-0.09878741949796677,-0.3819776475429535,-0.12525905668735504,-0.21500562131404877,0.21187245845794678,0.29655563831329346,-0.061813872307538986,-0.4190554916858673,-0.027453267946839333,-0.2852175533771515,-0.053921621292829514,-0.34130415320396423,-0.13611386716365814,-0.12580250203609467,-0.1736355721950531,0.4241971969604492,-0.10324438661336899,0.16930384933948517,0.027447296306490898,-0.40442055463790894
